sex	age	l	m	s	loh
2	33	0.3262	14.7112	0.09535	L
2	34	0.3192	14.7642	0.09527	L
2	35	0.3124	14.8157	0.09520	L
2	36	0.3058	14.8657	0.09513	L
2	37	0.2993	14.9142	0.09506	L
2	38	0.2929	14.9614	0.09499	L
2	39	0.2867	15.0073	0.09492	L
2	40	0.2806	15.052	0.09485	L
2	41	0.2747	15.0955	0.09479	L
2	42	0.2688	15.138	0.09472	L
2	43	0.263	15.1794	0.09466	L
2	44	0.2574	15.2198	0.0946	L
2	45	0.2519	15.2591	0.09454	L
2	46	0.2464	15.2974	0.09448	L
2	47	0.2411	15.3347	0.09442	L
2	48	0.2358	15.3709	0.09436	L
2	49	0.2306	15.4063	0.09431	L
2	50	0.2255	15.4408	0.09425	L
2	51	0.2205	15.4744	0.09420	L
2	52	0.2156	15.5072	0.09415	L
2	53	0.2107	15.5393	0.0941	L
2	54	0.2059	15.5706	0.09404	L
2	55	0.2012	15.6012	0.09399	L
2	56	0.1966	15.6311	0.09394	L
2	57	0.192	15.6604	0.09389	L
2	58	0.1875	15.689	0.09385	L
2	59	0.183	15.717	0.0938	L
2	60	0.1787	15.7444	0.09375	L
2	61	0.1743	15.7713	0.09371	L
2	62	0.17	15.7975	0.09366	L
2	63	0.1658	15.8232	0.09361	L
2	64	0.1617	15.8483	0.09357	L
2	65	0.1575	15.8729	0.09353	L
2	66	0.1535	15.8968	0.09348	L
2	67	0.1495	15.9202	0.09344	L
2	68	0.1455	15.9431	0.0934	L
2	69	0.1416	15.9655	0.09336	L
2	70	0.1377	15.9874	0.09332	L
2	71	0.1339	16.0087	0.09328	L
2	72	0.1301	16.0297	0.09324	L
2	73	0.1263	16.0501	0.09320	L
2	74	0.1226	16.0702	0.09316	L
2	75	0.119	16.0897	0.09312	L
2	76	0.1154	16.1089	0.09308	L
2	77	0.1118	16.1277	0.09304	L
2	78	0.1082	16.1461	0.093	L
2	79	0.1047	16.164	0.09297	L
2	80	0.1013	16.1817	0.09293	L
2	81	0.0978	16.1989	0.09289	L
2	82	0.0944	16.2158	0.09286	L
2	83	0.0911	16.2323	0.09282	L
2	84	0.0877	16.2485	0.09279	L
2	85	0.0844	16.2644	0.09275	L
2	86	0.08110	16.28	0.09272	L
2	87	0.0779	16.2952	0.09268	L
2	88	0.0747	16.3101	0.09265	L
2	89	0.0715	16.3247	0.09262	L
2	90	0.0684	16.339	0.09258	L
2	91	0.0652	16.3531	0.09255	L
2	92	0.0621	16.3668	0.09252	L
2	93	0.0591	16.3803	0.09249	L
2	94	0.056	16.3935	0.09245	L
2	95	0.053	16.4065	0.09242	L
2	96	0.05	16.4192	0.09239	L
2	97	0.0471	16.4316	0.09236	L
2	98	0.0442	16.4438	0.09233	L
2	99	0.0412	16.4557	0.0923	L
2	100	0.0384	16.4673	0.09227	L
2	101	0.0355	16.4788	0.09224	L
2	102	0.0327	16.49	0.09221	L
2	103	0.0298	16.5009	0.09218	L
2	104	0.027	16.5117	0.09215	L
2	105	0.0243	16.5222	0.09212	L
2	106	0.0215	16.5325	0.09209	L
2	107	0.0188	16.5426	0.09206	L
2	108	0.0161	16.5525	0.09203	L
2	109	0.0134	16.5622	0.09201	L
2	110	0.0107	16.5717	0.09198	L
2	111	0.0081	16.581	0.09195	L
2	112	0.0055	16.5901	0.09192	L
2	113	0.0029	16.5991	0.09189	L
2	114	0.0003	16.6078	0.09187	L
2	115	-0.0023	16.6164	0.09184	L
2	116	-0.0048	16.6249	0.09181	L
2	117	-0.0074	16.6331	0.09179	L
2	118	-0.009900	16.6412	0.09176	L
2	119	-0.0124	16.6492	0.09173	L
2	120	-0.0148	16.657	0.09171	L
2	121	-0.0173	16.6647	0.09168	L
2	122	-0.0197	16.6722	0.09166	L
2	123	-0.0222	16.6795	0.09163	L
2	124	-0.0246	16.6868	0.09161	L
2	125	-0.027	16.6939	0.09158	L
2	126	-0.0293	16.7009	0.09156	L
2	127	-0.0317	16.7077	0.09153	L
2	128	-0.034	16.7144	0.09151	L
2	129	-0.0364	16.721	0.09148	L
2	130	-0.0387	16.7274	0.09146	L
2	131	-0.041	16.7337	0.09143	L
2	132	-0.0433	16.7399	0.09141	L
2	133	-0.0455	16.746	0.09139	L
2	134	-0.0478	16.7519	0.09136	L
2	135	-0.05	16.7577	0.09134	L
2	136	-0.0522	16.7634	0.09131	L
2	137	-0.0545	16.7689	0.09129	L
2	138	-0.0566	16.7743	0.09127	L
2	139	-0.0588	16.7797	0.09125	L
2	140	-0.061	16.7848	0.09122	L
2	141	-0.06320	16.7899	0.0912	L
2	142	-0.0653	16.7948	0.09118	L
2	143	-0.0674	16.7997	0.09116	L
2	144	-0.0696	16.8044	0.09113	L
2	145	-0.0717	16.809	0.09111	L
2	146	-0.0737	16.8134	0.09109	L
2	147	-0.07580	16.8178	0.09107	L
2	148	-0.0779	16.822	0.09104	L
2	149	-0.08	16.8262	0.09102	L
2	150	-0.082	16.8302	0.091	L
2	151	-0.08400	16.8341	0.09098	L
2	152	-0.086	16.8379	0.09096	L
2	153	-0.0881	16.8416	0.09094	L
2	154	-0.0901	16.8452	0.09092	L
2	155	-0.092	16.8487	0.0909	L
2	156	-0.094	16.8521	0.09088	L
2	157	-0.096	16.8554	0.09085	L
2	158	-0.0979	16.8586	0.09083	L
2	159	-0.0999	16.8617	0.09081	L
2	160	-0.1018	16.8648	0.09079	L
2	161	-0.1037	16.8677	0.09077	L
2	162	-0.1056	16.8705	0.09075	L
2	163	-0.1075	16.8732	0.09073	L
2	164	-0.1094	16.8759	0.09071	L
2	165	-0.1113	16.8784	0.09069	L
2	166	-0.1132	16.8808	0.09067	L
2	167	-0.115	16.8832	0.09065	L
2	168	-0.1169	16.8854	0.09063	L
2	169	-0.1187	16.8876	0.09061	L
2	170	-0.1206	16.8897	0.09059	L
2	171	-0.1224	16.8917	0.09058	L
2	172	-0.1242	16.8936	0.09056	L
2	173	-0.126	16.8954	0.09054	L
2	174	-0.1278	16.8971	0.09052	L
2	175	-0.1296	16.8987	0.0905	L
2	176	-0.1314	16.9002	0.09048	L
2	177	-0.1331	16.9017	0.09046	L
2	178	-0.1349	16.9031	0.09044	L
2	179	-0.1366	16.9043	0.09043	L
2	180	-0.1384	16.9055	0.09041	L
2	181	-0.1401	16.9066	0.09039	L
2	182	-0.1418	16.9077	0.09037	L
2	183	-0.1436	16.9086	0.09035	L
2	184	-0.1453	16.9095	0.09033	L
2	185	-0.147	16.9102	0.09032	L
2	186	-0.1487	16.9109	0.09030	L
2	187	-0.1503	16.9116	0.09028	L
2	188	-0.152	16.9121	0.09026	L
2	189	-0.1537	16.9125	0.09024	L
2	190	-0.1554	16.9129	0.09023	L
2	191	-0.157	16.9132	0.09021	L
2	192	-0.1587	16.9135	0.09019	L
2	193	-0.1603	16.9136	0.09017	L
2	194	-0.1619	16.9137	0.09016	L
2	195	-0.1635	16.9137	0.09014	L
2	196	-0.1652	16.9136	0.09012	L
2	197	-0.1668	16.9135	0.09011	L
2	198	-0.1684	16.9133	0.09009	L
2	199	-0.17	16.913	0.09007	L
2	200	-0.1715	16.9127	0.09006	L
2	201	-0.1731	16.9122	0.09004	L
2	202	-0.1747	16.9118	0.09002	L
2	203	-0.1763	16.9112	0.09001	L
2	204	-0.1778	16.9106	0.08999	L
2	205	-0.1794	16.9099	0.08997	L
2	206	-0.1809	16.9091	0.08996	L
2	207	-0.1824	16.9083	0.08994	L
2	208	-0.184	16.9074	0.08992	L
2	209	-0.1855	16.9065	0.08991	L
2	210	-0.187	16.9055	0.08989	L
2	211	-0.1885	16.9044	0.08988	L
2	212	-0.19	16.9033	0.08986	L
2	213	-0.1915	16.9021	0.08984	L
2	214	-0.193	16.9008	0.08983	L
2	215	-0.1945	16.8995	0.08981	L
2	216	-0.196	16.8981	0.0898	L
2	217	-0.1975	16.8967	0.08978	L
2	218	-0.1989	16.8952	0.08976	L
2	219	-0.2004	16.8937	0.08975	L
2	220	-0.2018	16.8921	0.08973	L
2	221	-0.2033	16.8905	0.08972	L
2	222	-0.2047	16.8888	0.0897	L
2	223	-0.2062	16.887	0.08969	L
2	224	-0.2076	16.8852	0.08967	L
2	225	-0.209	16.8834	0.08966	L
2	226	-0.2104	16.8814	0.08964	L
2	227	-0.2119	16.8795	0.08963	L
2	228	-0.2133	16.8775	0.08961	L
2	229	-0.2147	16.8754	0.0896	L
2	230	-0.2161	16.8733	0.08958	L
2	231	-0.2175	16.8712	0.08957	L
2	232	-0.2188	16.869	0.08955	L
2	233	-0.2202	16.8667	0.08954	L
2	234	-0.2216	16.8644	0.08952	L
2	235	-0.223	16.8621	0.08951	L
2	236	-0.2243	16.8597	0.08949	L
2	237	-0.2257	16.8572	0.08948	L
2	238	-0.227	16.8548	0.08947	L
2	239	-0.2284	16.8522	0.08945	L
2	240	-0.2297	16.8497	0.08944	L
2	241	-0.2311	16.8471	0.08942	L
2	242	-0.2324	16.8444	0.08941	L
2	243	-0.2337	16.8417	0.08939	L
2	244	-0.2351	16.839	0.08938	L
2	245	-0.2364	16.8362	0.08937	L
2	246	-0.2377	16.8334	0.08935	L
2	247	-0.239	16.8305	0.08934	L
2	248	-0.2403	16.8276	0.08932	L
2	249	-0.2416	16.8247	0.08931	L
2	250	-0.2429	16.8217	0.0893	L
2	251	-0.2442	16.8187	0.08928	L
2	252	-0.2455	16.8157	0.08927	L
2	253	-0.2467	16.8126	0.08926	L
2	254	-0.248	16.8095	0.08924	L
2	255	-0.2493	16.8063	0.08923	L
2	256	-0.2505	16.8031	0.08921	L
2	257	-0.2518	16.7999	0.0892	L
2	258	-0.2531	16.7967	0.08919	L
2	259	-0.2543	16.7934	0.08917	L
2	260	-0.2556	16.79	0.08916	L
2	261	-0.2568	16.7867	0.08915	L
2	262	-0.258	16.7833	0.08913	L
2	263	-0.2593	16.7799	0.08912	L
2	264	-0.2605	16.7764	0.08911	L
2	265	-0.2617	16.773	0.08909	L
2	266	-0.263	16.7695	0.08908	L
2	267	-0.2642	16.7659	0.08907	L
2	268	-0.2654	16.7624	0.08906	L
2	269	-0.2666	16.7588	0.08904	L
2	270	-0.2678	16.7551	0.08903	L
2	271	-0.269	16.7515	0.08902	L
2	272	-0.2702	16.7478	0.089	L
2	273	-0.2714	16.7441	0.08899	L
2	274	-0.2726	16.7404	0.08898	L
2	275	-0.2737	16.7367	0.08897	L
2	276	-0.2749	16.7329	0.08895	L
2	277	-0.2761	16.7291	0.08894	L
2	278	-0.2773	16.7253	0.08893	L
2	279	-0.2784	16.7214	0.08892	L
2	280	-0.2796	16.7176	0.08890	L
2	281	-0.2808	16.7137	0.08889	L
2	282	-0.2819	16.7098	0.08888	L
2	283	-0.2831	16.7059	0.08887	L
2	284	-0.2842	16.7019	0.08885	L
2	285	-0.2854	16.698	0.08884	L
2	286	-0.2865	16.694	0.08883	L
2	287	-0.2876	16.69	0.08882	L
2	288	-0.2888	16.686	0.08881	L
2	289	-0.2899	16.682	0.08879	L
2	290	-0.291	16.6779	0.08878	L
2	291	-0.2922	16.6739	0.08877	L
2	292	-0.2933	16.6698	0.08876	L
2	293	-0.2944	16.6657	0.08874	L
2	294	-0.2955	16.6616	0.08873	L
2	295	-0.2966	16.6575	0.08872	L
2	296	-0.2977	16.6534	0.08871	L
2	297	-0.2988	16.6492	0.0887	L
2	298	-0.2999	16.6451	0.08869	L
2	299	-0.301	16.6409	0.08867	L
2	300	-0.3021	16.6367	0.08866	L
2	301	-0.3032	16.6326	0.08865	L
2	302	-0.3043	16.6284	0.08864	L
2	303	-0.3053	16.6242	0.08863	L
2	304	-0.3064	16.62	0.08862	L
2	305	-0.3075	16.6157	0.0886	L
2	306	-0.3086	16.6115	0.08859	L
2	307	-0.3096	16.6073	0.08858	L
2	308	-0.3107	16.603	0.08857	L
2	309	-0.3118	16.5988	0.08856	L
2	310	-0.3128	16.5945	0.08855	L
2	311	-0.3139	16.5903	0.08854	L
2	312	-0.3149	16.586	0.08852	L
2	313	-0.316	16.5817	0.08851	L
2	314	-0.317	16.5774	0.0885	L
2	315	-0.3181	16.5731	0.08849	L
2	316	-0.3191	16.5688	0.08848	L
2	317	-0.3201	16.5645	0.08847	L
2	318	-0.3212	16.5602	0.08846	L
2	319	-0.3222	16.5559	0.08845	L
2	320	-0.3232	16.5516	0.08843	L
2	321	-0.3242	16.5473	0.08842	L
2	322	-0.3253	16.543	0.08841	L
2	323	-0.3263	16.5387	0.08840	L
2	324	-0.3273	16.5343	0.08839	L
2	325	-0.3283	16.53	0.08838	L
2	326	-0.3293	16.5257	0.08837	L
2	327	-0.3303	16.5213	0.08836	L
2	328	-0.3313	16.517	0.08835	L
2	329	-0.3323	16.5127	0.08834	L
2	330	-0.3333	16.5083	0.08833	L
2	331	-0.3343	16.504	0.08832	L
2	332	-0.3353	16.4997	0.0883	L
2	333	-0.3363	16.4953	0.08829	L
2	334	-0.3373	16.491	0.08828	L
2	335	-0.3382	16.4867	0.08827	L
2	336	-0.3392	16.4823	0.08826	L
2	337	-0.3402	16.478	0.08825	L
2	338	-0.3412	16.4737	0.08824	L
2	339	-0.3421	16.4693	0.08823	L
2	340	-0.3431	16.465	0.08822	L
2	341	-0.3441	16.4607	0.08821	L
2	342	-0.345	16.4563	0.0882	L
2	343	-0.346	16.452	0.08819	L
2	344	-0.347	16.4477	0.08818	L
2	345	-0.3479	16.4434	0.08817	L
2	346	-0.3489	16.4391	0.08816	L
2	347	-0.3498	16.4347	0.08815	L
2	348	-0.3508	16.4304	0.08814	L
2	349	-0.3517	16.4261	0.08813	L
2	350	-0.3526	16.4218	0.08812	L
2	351	-0.3536	16.4175	0.08811	L
2	352	-0.3545	16.4132	0.0881	L
2	353	-0.3555	16.4089	0.08809	L
2	354	-0.3564	16.4046	0.08808	L
2	355	-0.3573	16.4004	0.08807	L
2	356	-0.3582	16.3961	0.08806	L
2	357	-0.3592	16.3918	0.08805	L
2	358	-0.3601	16.3875	0.08804	L
2	359	-0.361	16.3833	0.08803	L
2	360	-0.3619	16.379	0.08802	L
2	361	-0.3628	16.3748	0.08801	L
2	362	-0.3638	16.3705	0.088	L
2	363	-0.3647	16.3663	0.08799	L
2	364	-0.3656	16.3621	0.08798	L
2	365	-0.3665	16.3578	0.08797	L
2	366	-0.3674	16.3536	0.08796	L
2	367	-0.3683	16.3494	0.08795	L
2	368	-0.3692	16.3452	0.08794	L
2	369	-0.3701	16.341	0.08793	L
2	370	-0.371	16.3368	0.08792	L
2	371	-0.3719	16.3326	0.08791	L
2	372	-0.3727	16.3284	0.08790	L
2	373	-0.3736	16.3242	0.08789	L
2	374	-0.3745	16.32	0.08788	L
2	375	-0.3754	16.3158	0.08787	L
2	376	-0.3763	16.3117	0.08786	L
2	377	-0.3772	16.3075	0.08785	L
2	378	-0.378	16.3034	0.08784	L
2	379	-0.3789	16.2992	0.08783	L
2	380	-0.3798	16.2951	0.08782	L
2	381	-0.3806	16.291	0.08782	L
2	382	-0.3815	16.2868	0.08781	L
2	383	-0.3824	16.2827	0.0878	L
2	384	-0.3832	16.2786	0.08779	L
2	385	-0.3841	16.2745	0.08778	L
2	386	-0.385	16.2704	0.08777	L
2	387	-0.3858	16.2663	0.08776	L
2	388	-0.3867	16.2622	0.08775	L
2	389	-0.3875	16.2582	0.08774	L
2	390	-0.3884	16.2541	0.08773	L
2	391	-0.3892	16.25	0.08772	L
2	392	-0.3901	16.246	0.08771	L
2	393	-0.3909	16.2419	0.0877	L
2	394	-0.3917	16.2379	0.08769	L
2	395	-0.3926	16.2339	0.08769	L
2	396	-0.3934	16.2298	0.08768	L
2	397	-0.3943	16.2258	0.08767	L
2	398	-0.3951	16.2218	0.08766	L
2	399	-0.3959	16.2178	0.08765	L
2	400	-0.3968	16.2138	0.08764	L
2	401	-0.3976	16.2099	0.08763	L
2	402	-0.3984	16.2059	0.08762	L
2	403	-0.3992	16.2019	0.08761	L
2	404	-0.4001	16.198	0.08761	L
2	405	-0.4009	16.194	0.0876	L
2	406	-0.4017	16.1901	0.08759	L
2	407	-0.4025	16.1862	0.08758	L
2	408	-0.4033	16.1822	0.08757	L
2	409	-0.4041	16.1783	0.08756	L
2	410	-0.4049	16.1744	0.08755	L
2	411	-0.4057	16.1705	0.08754	L
2	412	-0.4066	16.1667	0.08753	L
2	413	-0.4074	16.1628	0.08753	L
2	414	-0.4082	16.1589	0.08752	L
2	415	-0.409	16.1551	0.08751	L
2	416	-0.4098	16.1512	0.0875	L
2	417	-0.4106	16.1474	0.08749	L
2	418	-0.4114	16.1435	0.08748	L
2	419	-0.4121	16.1397	0.08747	L
2	420	-0.4129	16.1359	0.08747	L
2	421	-0.4137	16.1321	0.08746	L
2	422	-0.4145	16.1283	0.08745	L
2	423	-0.4153	16.1245	0.08744	L
2	424	-0.4161	16.1207	0.08743	L
2	425	-0.4169	16.117	0.08742	L
2	426	-0.4176	16.1132	0.08741	L
2	427	-0.4184	16.1095	0.08741	L
2	428	-0.4192	16.1057	0.08740	L
2	429	-0.42	16.102	0.08739	L
2	430	-0.4208	16.0983	0.08738	L
2	431	-0.4215	16.0946	0.08737	L
2	432	-0.4223	16.0909	0.08736	L
2	433	-0.4231	16.0872	0.08736	L
2	434	-0.4238	16.0835	0.08735	L
2	435	-0.4246	16.0798	0.08734	L
2	436	-0.4254	16.0762	0.08733	L
2	437	-0.4261	16.0725	0.08732	L
2	438	-0.4269	16.0689	0.08731	L
2	439	-0.4276	16.0652	0.08731	L
2	440	-0.4284	16.0616	0.0873	L
2	441	-0.4292	16.058	0.08729	L
2	442	-0.4299	16.0544	0.08728	L
2	443	-0.4307	16.0508	0.08727	L
2	444	-0.4314	16.0472	0.08727	L
2	445	-0.4322	16.0436	0.08726	L
2	446	-0.4329	16.04	0.08725	L
2	447	-0.4337	16.0365	0.08724	L
2	448	-0.4344	16.0329	0.08723	L
2	449	-0.4351	16.0294	0.08722	L
2	450	-0.4359	16.0258	0.08722	L
2	451	-0.4366	16.0223	0.08721	L
2	452	-0.4374	16.0188	0.0872	L
2	453	-0.4381	16.0153	0.08719	L
2	454	-0.4388	16.0118	0.08718	L
2	455	-0.4396	16.0083	0.08718	L
2	456	-0.4403	16.0048	0.08717	L
2	457	-0.441	16.0013	0.08716	L
2	458	-0.4418	15.9979	0.08715	L
2	459	-0.4425	15.9944	0.08714	L
2	460	-0.4432	15.991	0.08714	L
2	461	-0.4439	15.9875	0.08713	L
2	462	-0.4447	15.9841	0.08712	L
2	463	-0.4454	15.9807	0.08711	L
2	464	-0.4461	15.9773	0.08711	L
2	465	-0.4468	15.9739	0.0871	L
2	466	-0.4475	15.9705	0.08709	L
2	467	-0.4482	15.9671	0.08708	L
2	468	-0.449	15.9638	0.08707	L
2	469	-0.4497	15.9604	0.08707	L
2	470	-0.4504	15.9571	0.08706	L
2	471	-0.4511	15.9537	0.08705	L
2	472	-0.4518	15.9504	0.08704	L
2	473	-0.4525	15.9471	0.08704	L
2	474	-0.4532	15.9438	0.08703	L
2	475	-0.4539	15.9405	0.08702	L
2	476	-0.4546	15.9372	0.08701	L
2	477	-0.4553	15.9339	0.08701	L
2	478	-0.456	15.9307	0.087	L
2	479	-0.4567	15.9274	0.08699	L
2	480	-0.4574	15.9241	0.08698	L
2	481	-0.4581	15.9209	0.08698	L
2	482	-0.4588	15.9177	0.08697	L
2	483	-0.4595	15.9145	0.08696	L
2	484	-0.4602	15.9112	0.08695	L
2	485	-0.4609	15.908	0.08695	L
2	486	-0.4616	15.9049	0.08694	L
2	487	-0.4623	15.9017	0.08693	L
2	488	-0.4629	15.8985	0.08692	L
2	489	-0.4636	15.8953	0.08692	L
2	490	-0.4643	15.8922	0.08691	L
2	491	-0.465	15.8891	0.08690	L
2	492	-0.4657	15.8859	0.08689	L
2	493	-0.4663	15.8828	0.08689	L
2	494	-0.467	15.8797	0.08688	L
2	495	-0.4677	15.8766	0.08687	L
2	496	-0.4684	15.8735	0.08686	L
2	497	-0.469	15.8704	0.08686	L
2	498	-0.4697	15.8673	0.08685	L
2	499	-0.4704	15.8643	0.08684	L
2	500	-0.4711	15.8612	0.08683	L
2	501	-0.4717	15.8582	0.08683	L
2	502	-0.4724	15.8552	0.08682	L
2	503	-0.4731	15.8521	0.08681	L
2	504	-0.4737	15.8491	0.08681	L
2	505	-0.4744	15.8461	0.0868	L
2	506	-0.4751	15.8431	0.08679	L
2	507	-0.4757	15.8401	0.08678	L
2	508	-0.4764	15.8372	0.08678	L
2	509	-0.477	15.8342	0.08677	L
2	510	-0.4777	15.8313	0.08676	L
2	511	-0.4783	15.8283	0.08676	L
2	512	-0.479	15.8254	0.08675	L
2	513	-0.4797	15.8224	0.08674	L
2	514	-0.4803	15.8195	0.08673	L
2	515	-0.481	15.8166	0.08673	L
2	516	-0.4816	15.8137	0.08672	L
2	517	-0.4823	15.8108	0.08671	L
2	518	-0.4829	15.808	0.08671	L
2	519	-0.4836	15.8051	0.0867	L
2	520	-0.4842	15.8022	0.08669	L
2	521	-0.4848	15.7994	0.08668	L
2	522	-0.4855	15.7965	0.08668	L
2	523	-0.4861	15.7937	0.08667	L
2	524	-0.4868	15.7909	0.08666	L
2	525	-0.4874	15.7881	0.08666	L
2	526	-0.488	15.7853	0.08665	L
2	527	-0.4887	15.7825	0.08664	L
2	528	-0.4893	15.7797	0.08664	L
2	529	-0.49	15.7769	0.08663	L
2	530	-0.4906	15.7742	0.08662	L
2	531	-0.4912	15.7714	0.08662	L
2	532	-0.4919	15.7687	0.08661	L
2	533	-0.4925	15.7659	0.0866	L
2	534	-0.4931	15.7632	0.0866	L
2	535	-0.4937	15.7605	0.08659	L
2	536	-0.4944	15.7578	0.08658	L
2	537	-0.495	15.7551	0.08657	L
2	538	-0.4956	15.7524	0.08657	L
2	539	-0.4962	15.7497	0.08656	L
2	540	-0.4969	15.747	0.08655	L
2	541	-0.4975	15.7444	0.08655	L
2	542	-0.4981	15.7417	0.08654	L
2	543	-0.4987	15.7391	0.08653	L
2	544	-0.4993	15.7364	0.08653	L
2	545	-0.5	15.7338	0.08652	L
2	546	-0.5006	15.7312	0.08651	L
2	547	-0.5012	15.7286	0.08651	L
2	548	-0.5018	15.726	0.0865	L
2	549	-0.5024	15.7234	0.08649	L
2	550	-0.503	15.7208	0.08649	L
2	551	-0.5036	15.7183	0.08648	L
2	552	-0.5043	15.7157	0.08647	L
2	553	-0.5049	15.7132	0.08647	L
2	554	-0.5055	15.7106	0.08646	L
2	555	-0.5061	15.7081	0.08645	L
2	556	-0.5067	15.7056	0.08645	L
2	557	-0.5073	15.703	0.08644	L
2	558	-0.5079	15.7005	0.08643	L
2	559	-0.5085	15.698	0.08643	L
2	560	-0.5091	15.6956	0.08642	L
2	561	-0.5097	15.6931	0.08642	L
2	562	-0.5103	15.6906	0.08641	L
2	563	-0.5109	15.6882	0.0864	L
2	564	-0.5115	15.6857	0.0864	L
2	565	-0.5121	15.6833	0.08639	L
2	566	-0.5127	15.6808	0.08638	L
2	567	-0.5133	15.6784	0.08638	L
2	568	-0.5139	15.676	0.08637	L
2	569	-0.5145	15.6736	0.08636	L
2	570	-0.5151	15.6712	0.08636	L
2	571	-0.5156	15.6688	0.08635	L
2	572	-0.5162	15.6665	0.08634	L
2	573	-0.5168	15.6641	0.08634	L
2	574	-0.5174	15.6617	0.08633	L
2	575	-0.518	15.6594	0.08632	L
2	576	-0.5186	15.6571	0.08632	L
2	577	-0.5192	15.6547	0.08631	L
2	578	-0.5197	15.6524	0.08631	L
2	579	-0.5203	15.6501	0.0863	L
2	580	-0.5209	15.6478	0.08629	L
2	581	-0.5215	15.6455	0.08629	L
2	582	-0.5221	15.6432	0.08628	L
2	583	-0.5226	15.6409	0.08627	L
2	584	-0.5232	15.6387	0.08627	L
2	585	-0.5238	15.6364	0.08626	L
2	586	-0.5244	15.6342	0.08626	L
2	587	-0.525	15.6319	0.08625	L
2	588	-0.5255	15.6297	0.08624	L
2	589	-0.5261	15.6275	0.08624	L
2	590	-0.5267	15.6253	0.08623	L
2	591	-0.5272	15.6231	0.08622	L
2	592	-0.5278	15.6209	0.08622	L
2	593	-0.5284	15.6187	0.08621	L
2	594	-0.529	15.6165	0.08621	L
2	595	-0.5295	15.6144	0.0862	L
2	596	-0.5301	15.6122	0.08619	L
2	597	-0.5307	15.61	0.08619	L
2	598	-0.5312	15.6079	0.08618	L
2	599	-0.5318	15.6058	0.08618	L
2	600	-0.5323	15.6037	0.08617	L
2	601	-0.5329	15.6015	0.08616	L
2	602	-0.5335	15.5994	0.08616	L
2	603	-0.534	15.5973	0.08615	L
2	604	-0.5346	15.5953	0.08614	L
2	605	-0.5351	15.5932	0.08614	L
2	606	-0.5357	15.5911	0.08613	L
2	607	-0.5363	15.589	0.08613	L
2	608	-0.5368	15.587	0.08612	L
2	609	-0.5374	15.585	0.08611	L
2	610	-0.5379	15.5829	0.08611	L
2	611	-0.5385	15.5809	0.0861	L
2	612	-0.539	15.5789	0.0861	L
2	613	-0.5396	15.5769	0.08609	L
2	614	-0.5401	15.5749	0.08608	L
2	615	-0.5407	15.5729	0.08608	L
2	616	-0.5412	15.5709	0.08607	L
2	617	-0.5418	15.569	0.08607	L
2	618	-0.5423	15.567	0.08606	L
2	619	-0.5429	15.5651	0.08605	L
2	620	-0.5434	15.5631	0.08605	L
2	621	-0.544	15.5612	0.08604	L
2	622	-0.5445	15.5593	0.08604	L
2	623	-0.5451	15.5574	0.08603	L
2	624	-0.5456	15.5555	0.08603	L
2	625	-0.5461	15.5536	0.08602	L
2	626	-0.5467	15.5517	0.08601	L
2	627	-0.5472	15.5498	0.08601	L
2	628	-0.5478	15.548	0.086	L
2	629	-0.5483	15.5461	0.086	L
2	630	-0.5488	15.5443	0.08599	L
2	631	-0.5494	15.5424	0.08598	L
2	632	-0.5499	15.5406	0.08598	L
2	633	-0.5504	15.5388	0.08597	L
2	634	-0.551	15.537	0.08597	L
2	635	-0.5515	15.5352	0.08596	L
2	636	-0.552	15.5334	0.08596	L
2	637	-0.5526	15.5316	0.08595	L
2	638	-0.5531	15.5299	0.08594	L
2	639	-0.5536	15.5281	0.08594	L
2	640	-0.5542	15.5263	0.08593	L
2	641	-0.5547	15.5246	0.08593	L
2	642	-0.5552	15.5229	0.08592	L
2	643	-0.5557	15.5212	0.08591	L
2	644	-0.5563	15.5194	0.08591	L
2	645	-0.5568	15.5177	0.0859	L
2	646	-0.5573	15.5161	0.0859	L
2	647	-0.5578	15.5144	0.08589	L
2	648	-0.5584	15.5127	0.08589	L
2	649	-0.5589	15.511	0.08588	L
2	650	-0.5594	15.5094	0.08587	L
2	651	-0.5599	15.5077	0.08587	L
2	652	-0.5605	15.5061	0.08586	L
2	653	-0.5610	15.5045	0.08586	L
2	654	-0.5615	15.5028	0.08585	L
2	655	-0.5620	15.5012	0.08585	L
2	656	-0.5625	15.4996	0.08584	L
2	657	-0.563	15.498	0.08584	L
2	658	-0.5636	15.4965	0.08583	L
2	659	-0.5641	15.4949	0.08582	L
2	660	-0.5646	15.4933	0.08582	L
2	661	-0.5651	15.4918	0.08581	L
2	662	-0.5656	15.4902	0.08581	L
2	663	-0.5661	15.4887	0.0858	L
2	664	-0.5666	15.4872	0.0858	L
2	665	-0.5672	15.4856	0.08579	L
2	666	-0.5677	15.4841	0.08579	L
2	667	-0.5682	15.4826	0.08578	L
2	668	-0.5687	15.4811	0.08577	L
2	669	-0.5692	15.4797	0.08577	L
2	670	-0.5697	15.4782	0.08576	L
2	671	-0.5702	15.4767	0.08576	L
2	672	-0.5707	15.4753	0.08575	L
2	673	-0.5712	15.4738	0.08575	L
2	674	-0.5717	15.4724	0.08574	L
2	675	-0.5722	15.471	0.08574	L
2	676	-0.5727	15.4695	0.08573	L
2	677	-0.5732	15.4681	0.08573	L
2	678	-0.5737	15.4667	0.08572	L
